# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName English

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs
	DEFLECT	DEFLECT	0		Beam.cs; Projectile.cs
text	This lifeless planet is covered with abundant outcroppings of valuable mineral ore. The ore could be easily processed into duranite metal. Initiate surface mining operation?	This lifeless planet is covered with abundant outcroppings of valuable mineral ore. The ore could be easily processed into uranite metal. Initiate surface mining operation?	400		1336571096:3 P mineral surface outcrops M.prefab
text2	Mining and processing completed successfully, no accidents reported.	Mining and processing completed successfully, no accidents reported.	400		835327971:3 P mineral surface outcrops M.prefab; 806453375:3 P mineral surface outcrops3 M, guarded by satellites m.prefab
text	Mining and processing resources... %	Mining and processing resources... %	50		540983056:3 P mineral surface outcrops M.prefab

3 P mineral surface outcrops3 M, guarded by satellites m.prefab
text	This lifeless planet is covered with abundant outcroppings of valuable ore. The ore could be easily processed into valuable metal. Initiate surface mining operation?	This lifeless planet is covered with abundant outcroppings of valuable ore. The ore could be easily processed into valuable metal. Initiate surface mining operation?	400		1307696500:3 P mineral surface outcrops3 M, guarded by satellites m.prefab
choiceText	Mine & process the ore into metal [-25 fuel]	Mine & process the ore into metal [-25 fuel]	100		1307696500:3 P mineral surface outcrops3 M, guarded by satellites m.prefab
reasonToDisplay	metal ores mined	metal ores mined	30		3 P mineral surface outcrops3 M, guarded by satellites m.prefab
text	Mining & processing raw resources... %	Mining & processing raw resources... %	50		816292259:3 P mineral surface outcrops3 M, guarded by satellites m.prefab
text	"Warning. This planet is property of GalProspect Incorporated. Failure to respect property borders will result in attack by orbital defences."	"Warning. This planet is property of GalProspect Incorporated. Failure to respect property borders will result in attack by orbital defences."	400		737581141:3 P mineral surface outcrops3 M, guarded by satellites m.prefab
text2	We managed to destroy the defence satellites.	We managed to destroy the defence satellites.	400		315873490:3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 519628386:3 P shipwreck 4mt, maybe defsattelites.prefab
reasonToDisplay	defence satellites neutralized	defence satellites neutralized	30		3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 3 P shipwreck 4mt, maybe defsattelites.prefab; 3 P shipwreck 4mt, maybe defsattelites.prefab
text2	We send a swarm of cheaply printed long-range missiles towards the satellite network. Their weapons are too short-ranged for effective counterfire, but they manage to pick off some of our missiles before they reach the target.	We send a swarm of cheaply printed long-range missiles towards the satellite network. Their weapons are too short-ranged for effective counterfire, but they manage to pick off some of our missiles before they reach the target.	400		1842361421:3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 2046116317:3 P shipwreck 4mt, maybe defsattelites.prefab
reasonToDisplay	partial success	partial success	30		3 P mineral surface outcrops3 M, guarded by satellites m.prefab
text	We were able to destroy some of the satellites, but a number of them remain intact. Next action?	We were able to destroy some of the satellites, but a number of them remain intact. Next action?	400		1214468984:3 P mineral surface outcrops3 M, guarded by satellites m.prefab
choiceText	Leave for time being	Leave for time being	100		1214468984:3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 1418223880:3 P shipwreck 4mt, maybe defsattelites.prefab
text2	We close in on the planet, shooting the defence satellites with everything we got. We receive some counterfire but manage to destroy all the satellites.	We close in on the planet, shooting the defence satellites with everything we got. We receive some counterfire but manage to destroy all the satellites.	400		862870598:3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 1066625494:3 P shipwreck 4mt, maybe defsattelites.prefab
text	orbital scan... %	orbital scan... %	50		1785434425:3 P mineral surface outcrops3 M, guarded by satellites m.prefab; 1989189321:3 P shipwreck 4mt, maybe defsattelites.prefab

3 P nat picturesque iron piles T.prefab
text	installing temporary mining facilities... %	installing temporary mining facilities... %	50		1943070006:3 P nat picturesque iron piles T.prefab; 1023841844:4 P volcano planet and synthetics M.prefab
text2	The "iron dust" sediments turned out to be very valuable, containing traces of titanium and platinum. One of the resting crewmembers took time to manually paint a picture of the scenery before it was destroyed.	The "iron dust" sediments turned out to be very valuable, containing traces of titanium and platinum. One of the resting crewmembers took time to manually paint a picture of the scenery before it was destroyed.	400		1465325903:3 P nat picturesque iron piles T.prefab
title	Dangerous atmosphere	Dangerous atmosphere	35		603830946:3 P nat picturesque iron piles T.prefab
text	Planet-wide iron dust storms prevent us from scanning the surface from orbit. The dust might damage some of our external equipment if we enter the atmosphere. Nothing serious to worry about.	Planet-wide iron dust storms prevent us from scanning the surface from orbit. The dust might damage some of our external equipment if we enter the atmosphere. Nothing serious to worry about.	400		603830946:3 P nat picturesque iron piles T.prefab
text	Memories of an adventure	Memories of an adventure	50		1484131227:3 P nat picturesque iron piles T.prefab
text	iron dust storms...	iron dust storms...	50		647963785:3 P nat picturesque iron piles T.prefab
title	Landing complete	Landing complete	35		945013834:3 P nat picturesque iron piles T.prefab
text2	We lost some external equipment on the way down. \nDespite harsh storms in the outer atmosphere, air on the surface is very calm. The winds have blown iron dust particles into tall, picturesque piles. No signs of life.	We lost some external equipment on the way down. \nDespite harsh storms in the outer atmosphere, air on the surface is very calm. The winds have blown iron dust particles into tall, picturesque piles. No signs of life.	400		945013834:3 P nat picturesque iron piles T.prefab
choiceTexts	Surface mining operation [send crew]	Surface mining operation [send crew]	100		945013834:3 P nat picturesque iron piles T.prefab
title	Exotic minerals mined	Exotic minerals mined	35		1941309217:3 P nat picturesque iron piles T.prefab
text2	The "iron dust" sediments contained trace amounts of exotics. One of the resting crewmembers took time to manually paint a picture of the scenery before it was destroyed.	The "iron dust" sediments contained trace amounts of exotics. One of the resting crewmembers took time to manually paint a picture of the scenery before it was destroyed.	400		1941309217:3 P nat picturesque iron piles T.prefab

3 P piece of a giant starship Tm.prefab
text	We've discovered an abandoned piece of a gigantic precursor spaceship. It looks like a big replacement part that did its job and was then discarded.	We've discovered an abandoned piece of a gigantic precursor spaceship. It looks like a big replacement part that did its job and was then discarded.	400		1329625000:3 P piece of a giant starship Tm.prefab
title	Materials salvaged	Materials salvaged	35		828381875:3 P piece of a giant starship Tm.prefab
text2	A central element in the module (because we believe it is the shell of a giant ship module) is missing. Perhaps it contained something too valuable to be left behind.	A central element in the module (because we believe it is the shell of a giant ship module) is missing. Perhaps it contained something too valuable to be left behind.	400		828381875:3 P piece of a giant starship Tm.prefab; 1412440690:23 P piece of a giant starship2, good nonweapons.prefab
reasonToDisplay	salvage operation complete	salvage operation complete	30		3 P piece of a giant starship Tm.prefab
text2	A central element in the module contained technology that we can use in our Mothership.	A central element in the module contained technology that we can use in our Mothership.	400		895586948:3 P piece of a giant starship Tm.prefab
text	Strong electromagnetic interference prevents us from scanning the planet's surface from orbit. We can get more info only by entering the atmosphere.	Strong electromagnetic interference prevents us from scanning the planet's surface from orbit. We can get more info only by entering the atmosphere.	400		1744193875:3 P piece of a giant starship Tm.prefab

3 P self-destructing warp beacon.prefab
title	Warp beacon	Warp beacon	35		859968551:3 P self-destructing warp beacon.prefab
text	The signal is emittted from an unknown piece of self-sustainable technology. Pictographic warnings on the surface warn about not messing with the device. External research would require extensive time to record and analyze all the different wawelengths it's casting on.	The signal is emitted from an unknown piece of self-sustainable technology. Pictographic warnings on the surface warn about not messing with the device. External research would require extensive time to record and analyze all the different wawelengths it's casting on.	400		859968551:3 P self-destructing warp beacon.prefab
choiceText	Salvage & research	Salvage & research	100		859968551:3 P self-destructing warp beacon.prefab
choiceText	Take time for external research only [-30 organics]	Take time for external research only [-30 organics]	100		859968551:3 P self-destructing warp beacon.prefab
text2	Our research concludes it is most likely a navigation or communication beacon left behind by some kind of advanced species. Its energy profile suggests the device contains a very powerful self-destruct device.	Our research concludes it is most likely a navigation or communication beacon left behind by some kind of advanced species. Its energy profile suggests the device contains a very powerful self-destruct device.	400		425930501:3 P self-destructing warp beacon.prefab
text	We detect a single and faint warp signal on the planet surface. The planet itself is lifeless.	We detect a single and faint warp signal on the planet surface. The planet itself is lifeless.	400		1478110574:3 P self-destructing warp beacon.prefab
text	researching artifact...	researching artifact...	50		1623506819:3 P self-destructing warp beacon.prefab
text2	The device erupted in a massive explosion as our bots were attempting to open it. We had misjudged the safety distance and left our ship too close.	The device erupted in a massive explosion as our bots were attempting to open it. We had misjudged the safety distance and left our ship too close.	400		425930490:3 P self-destructing warp beacon.prefab
